grade,subject,source,mean_word_frequency_rank,mean_sentence_length,type_token_ratio,avg_syllables_per_word,pct_rare_words,mean_log_freq_rank,lexical_density,flesch_kincaid_grade,gunning_fog,sentence_length_variance,subordinate_clause_ratio,long_word_ratio,word_count,sentence_count
1,Maths,Maths/Class-1/Chapter-01-Let-us-Sing.md,3467.33,6.0,1.0,1.0,16.67,5.6742,1.0,-1.45,2.4,0.0,0.0,0.0,6,1
1,Maths,Maths/Class-1/Chapter-01-Let-us-Sing.md,2367.42,12.0,1.0,1.25,16.67,5.0712,1.0,3.84,4.8,0.0,0.0,0.0,12,1
1,Maths,Maths/Class-1/Chapter-01-Let-us-Sing.md,1614.38,16.0,0.7188,1.4375,0.0,4.7071,1.0,7.613,8.9,49.0,0.0,0.0625,32,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1463.1,10.0,1.0,1.1,30.0,4.9083,0.9091,1.68,4.0,0.0,0.0,0.0,10,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,147.9,3.33,0.6,1.0,0.0,4.1741,1.0,-2.49,1.333,0.2222,0.0,0.0,10,3
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,262.93,7.0,0.7143,1.0714,0.0,4.591,1.0,-0.217,2.8,9.0,0.0,0.0,14,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,310.0,6.5,0.7692,1.0,7.69,4.5608,1.0,-1.255,2.6,6.25,0.0,0.0,13,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,580.88,10.57,0.7297,1.2568,0.0,4.5484,0.961,3.53,5.31,10.5306,0.1429,0.027,74,7
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,184.75,4.0,0.75,1.25,0.0,4.0442,0.7273,1.305,1.6,16.0,0.0,0.0,8,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,194.75,4.0,1.0,1.375,12.5,3.8773,0.8889,2.39,6.6,16.0,0.5,0.125,8,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,542.38,8.0,1.0,1.25,0.0,4.1212,0.8889,2.67,8.2,0.0,1.0,0.125,8,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,799.12,8.0,1.0,1.25,0.0,4.3424,0.8889,2.67,8.2,0.0,1.0,0.125,8,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,522.38,8.0,1.0,1.25,12.5,4.0616,0.8889,2.67,8.2,0.0,1.0,0.125,8,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1616.75,8.0,1.0,1.375,12.5,4.504,0.8889,4.145,8.2,0.0,1.0,0.125,8,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1340.85,17.0,0.9412,1.3824,0.0,5.4731,0.9714,7.547,9.153,1.0,0.0,0.0588,34,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,262.12,16.67,0.74,1.32,0.0,4.2159,1.0,6.486,9.867,57.5556,0.3333,0.08,50,3
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1033.92,12.0,0.9167,1.25,16.67,5.2176,0.9231,4.23,8.133,0.0,2.0,0.0833,12,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,2056.3,10.0,0.9,1.0,30.0,4.7411,1.0,0.11,4.0,0.0,0.0,0.0,10,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,315.88,8.5,0.9412,1.1176,29.41,4.8184,0.9444,1.108,5.753,6.25,0.0,0.0588,17,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,2103.0,10.0,0.9,1.2,40.0,5.081,1.0,2.47,8.0,0.0,0.0,0.1,10,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1793.78,18.0,0.8889,1.1667,5.56,4.6652,0.9474,5.587,9.422,0.0,0.0,0.0556,18,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,593.0,10.0,1.0,1.2,0.0,4.3306,1.0,2.47,4.0,0.0,0.0,0.0,10,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,2717.25,12.0,0.9167,1.25,33.33,5.3788,1.0,3.84,4.8,0.0,0.0,0.0,12,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,2142.67,12.0,0.9167,1.0,41.67,5.1814,1.0,0.89,4.8,0.0,0.0,0.0,12,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1574.57,11.5,0.8696,1.2609,0.0,4.6659,0.8519,4.553,6.339,12.25,0.0,0.0435,23,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1504.75,10.0,1.0,1.2,0.0,4.6309,0.9524,2.665,4.0,9.0,0.5,0.0,20,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,836.87,7.5,0.7333,1.4,13.33,3.9402,0.6818,5.22,3.0,56.25,0.0,0.0,15,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,379.0,7.5,0.8,1.2333,0.0,4.2779,0.9375,2.083,5.667,25.25,0.75,0.0667,30,4
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,489.5,17.0,0.7941,1.2353,0.0,4.4295,0.9714,5.811,7.976,1.0,2.0,0.0294,34,2
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,515.7,10.0,1.0,1.4,20.0,4.7626,1.0,4.83,8.0,0.0,1.0,0.1,10,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,3958.88,8.0,0.625,1.125,25.0,6.3697,1.0,0.805,3.2,0.0,2.0,0.0,8,1
1,Maths,Maths/Class-1/Chapter-02-Look-Around.md,1113.66,9.25,0.6892,1.2568,0.0,4.9633,0.925,3.14,5.322,61.6875,0.125,0.0405,74,8
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1508.57,7.0,1.0,1.4286,28.57,5.5891,0.7778,4.777,2.8,0.0,0.0,0.0,7,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,407.14,7.0,1.0,1.1429,0.0,3.785,0.875,1.016,2.8,0.0,0.0,0.0,7,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,407.14,7.0,1.0,1.1429,0.0,3.785,0.875,1.016,2.8,0.0,0.0,0.0,7,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,407.14,7.0,1.0,1.1429,0.0,3.785,0.875,1.016,2.8,0.0,0.0,0.0,7,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,407.14,7.0,1.0,1.1429,0.0,3.785,0.875,1.016,2.8,0.0,0.0,0.0,7,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,293.85,6.57,0.5652,1.2391,0.0,4.0836,0.807,2.207,6.107,20.5306,0.0,0.087,46,7
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,465.26,12.67,0.6579,1.4737,0.0,4.5176,1.0,6.739,12.435,21.5556,0.3333,0.1842,38,3
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,221.75,16.0,0.8125,1.1875,6.25,3.5251,1.0,4.663,6.4,0.0,0.0,0.0,16,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,282.77,7.33,0.7727,1.3636,0.0,4.3032,0.88,3.751,6.57,4.2222,0.0,0.0909,22,3
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,366.45,11.0,1.0,1.4545,0.0,4.1389,0.9167,6.254,8.036,0.0,0.0,0.0909,11,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,539.38,10.0,0.7,1.32,0.0,4.5426,0.9434,4.12,6.4,7.2,0.0,0.06,50,5
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1503.83,11.5,0.9565,1.4783,0.0,5.0644,0.8214,7.313,8.078,6.25,0.5,0.087,23,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,343.8,7.5,0.9333,1.2,6.67,4.3847,0.9375,1.69,5.667,2.25,0.5,0.0667,15,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,61.05,2.11,0.5263,1.3684,0.0,3.2003,0.5429,2.074,0.844,35.6543,0.1111,0.0,19,9
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,764.45,14.0,0.6667,1.2619,0.0,4.3018,1.0,4.76,6.552,26.0,0.6667,0.0238,42,3
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,441.88,4.0,1.0,1.125,0.0,3.4001,0.8,-0.365,1.6,16.0,0.5,0.0,8,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,468.12,4.0,1.0,1.125,0.0,3.585,0.8,-0.365,1.6,16.0,0.5,0.0,8,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,468.12,8.0,1.0,1.125,0.0,3.585,0.8,1.585,3.2,0.0,1.0,0.0,8,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,303.0,7.5,0.5556,1.2222,0.0,4.4489,0.9574,1.887,3.0,54.25,0.1667,0.0,45,6
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,463.88,8.0,0.875,1.5,12.5,3.9713,1.0,5.23,8.2,0.0,0.0,0.125,8,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,94.24,8.5,0.8824,1.2353,0.0,3.534,0.8095,3.081,3.4,72.25,0.5,0.0,17,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,95.18,8.5,0.8824,1.2353,0.0,3.5599,0.8095,3.081,3.4,72.25,0.5,0.0,17,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,102.88,17.0,0.8824,1.2353,0.0,3.6401,0.8095,7.176,6.8,0.0,1.0,0.0,17,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1215.56,18.0,0.8889,1.2778,5.56,4.019,0.8571,7.678,7.2,0.0,1.0,0.0,18,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1224.89,18.0,0.8889,1.2778,5.56,4.0432,0.8571,7.678,7.2,0.0,1.0,0.0,18,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1258.17,18.0,0.8889,1.2778,5.56,4.0885,0.8571,7.678,7.2,0.0,1.0,0.0,18,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1302.5,18.0,0.8889,1.3333,5.56,4.1194,0.8571,8.333,7.2,0.0,1.0,0.0,18,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1328.94,18.0,0.8889,1.2778,5.56,4.132,0.8571,7.678,7.2,0.0,1.0,0.0,18,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1405.56,9.0,0.8889,1.2778,5.56,4.1577,0.8571,3.583,3.6,81.0,0.5,0.0,18,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,891.66,14.0,0.7857,1.3214,0.0,4.3926,0.9825,5.56,8.457,76.5,1.0,0.0714,56,4
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,252.94,5.33,0.9375,1.25,0.0,4.0524,0.8,1.76,2.133,14.8889,0.0,0.0,16,3
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1846.18,5.67,0.8824,1.2941,0.0,4.7879,0.85,2.281,2.267,20.2222,0.0,0.0,17,3
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,511.38,6.5,0.8462,1.1538,23.08,4.4782,0.9286,0.755,2.6,2.25,0.0,0.0,13,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,287.91,3.67,1.0,1.1818,9.09,4.1229,0.9167,-0.085,1.467,6.8889,0.0,0.0,11,3
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,1337.44,4.5,1.0,1.2222,11.11,4.0502,0.9,0.782,1.8,20.25,0.0,0.0,9,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,738.0,9.0,0.8889,1.2222,11.11,3.6378,0.9,2.732,3.6,0.0,0.0,0.0,9,1
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,636.0,4.0,1.0,1.375,25.0,5.0542,0.8,2.585,6.6,4.0,0.5,0.125,8,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,3060.38,4.0,1.0,1.625,25.0,5.4913,0.8,5.535,11.6,4.0,0.5,0.25,8,2
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,996.0,3.33,1.0,1.2,20.0,4.7736,0.9091,0.0,1.333,1.5556,0.3333,0.0,10,3
1,Maths,Maths/Class-1/Chapter-03-Let-us-Read.md,310.86,9.33,0.8214,1.3214,0.0,4.1687,0.9333,3.903,5.162,8.2222,0.0,0.0357,28,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1408.56,6.0,0.8333,1.1667,22.22,4.4049,0.9474,0.647,2.4,2.6667,0.0,0.0,18,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,2072.12,4.0,1.0,1.125,12.5,4.2735,0.8889,-0.56,1.6,16.0,0.0,0.0,8,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1376.43,10.5,1.0,1.381,0.0,5.1774,0.913,5.19,8.01,110.25,0.0,0.0952,21,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,849.15,13.0,0.8462,1.3077,7.69,3.9405,0.9286,5.301,8.277,0.0,0.0,0.0769,13,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,582.25,9.33,0.6786,1.0714,0.0,4.2612,0.9333,0.953,3.733,24.8889,0.3333,0.0,28,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,274.6,10.0,0.9,1.2,0.0,3.7334,1.0,2.47,4.0,0.0,0.0,0.0,10,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,566.2,10.0,1.0,1.2,10.0,4.3944,1.0,2.47,4.0,0.0,0.0,0.0,10,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1141.22,12.33,0.8378,1.4324,0.0,4.7411,0.9487,6.383,8.177,34.8889,0.3333,0.0811,37,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1580.13,10.33,0.9677,1.1935,0.0,5.0786,1.0,2.524,6.714,17.5556,0.3333,0.0645,31,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1168.31,14.5,0.7586,1.2069,0.0,4.4847,1.0,4.306,7.179,30.25,0.0,0.0345,29,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,753.0,12.75,0.7451,1.4118,0.0,4.2305,0.9808,6.139,8.237,0.6875,0.5,0.0784,51,4
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,541.17,12.0,0.75,1.1667,8.33,3.5782,1.0,2.857,4.8,0.0,0.0,0.0,12,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1858.0,4.25,0.7059,1.0,17.65,4.3838,0.8947,-1.938,1.7,18.1875,0.0,0.0,17,4
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,703.08,16.0,0.8333,1.3333,0.0,4.2625,0.8889,7.163,8.067,8.6667,0.3333,0.0417,48,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,2332.47,6.33,0.7895,1.4211,26.32,5.306,0.9048,3.908,4.639,1.5556,0.0,0.0526,19,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,166.47,7.5,0.7333,1.0,0.0,4.4103,0.6522,0.695,3.0,12.25,0.5,0.0,15,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1034.5,7.0,1.0,1.2857,7.14,4.5794,1.0,2.311,2.8,0.0,0.0,0.0,14,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1161.11,4.5,0.8889,1.0,0.0,4.9232,0.75,-1.45,1.8,20.25,0.0,0.0,9,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1544.62,4.0,0.875,1.25,0.0,5.4645,0.8,1.11,1.6,16.0,0.0,0.0,8,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,426.75,12.0,0.8333,1.4167,16.67,4.0663,1.0,5.807,8.133,0.0,0.0,0.0833,12,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,399.42,6.0,0.75,1.1667,0.0,4.4695,0.8571,0.907,2.4,16.0,0.0,0.0,12,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,441.56,9.0,0.7778,1.2222,0.0,4.4371,0.9643,2.472,3.6,8.6667,0.3333,0.0,27,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,187.83,12.0,0.8333,1.3333,8.33,3.546,1.0,4.823,4.8,0.0,0.0,0.0,12,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,511.8,5.0,1.0,1.0,0.0,5.5384,0.8333,-1.45,2.0,0.0,0.0,0.0,5,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,604.11,10.71,0.5467,1.12,0.0,4.4499,0.9259,2.139,5.352,15.3469,0.2857,0.0267,75,7
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,2019.43,5.75,0.8696,1.3913,0.0,5.3483,0.92,3.265,2.3,3.1875,0.0,0.0,23,4
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,681.3,13.2,0.6061,1.5152,0.0,4.2318,0.8571,8.295,10.735,5.36,1.2,0.1364,66,5
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,562.2,10.0,0.78,1.18,0.0,4.3687,0.9434,2.468,4.0,10.4,0.0,0.0,50,5
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,318.4,2.5,1.0,1.2,20.0,4.0494,0.8333,-0.26,1.0,6.25,0.0,0.0,5,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,2769.25,8.0,0.875,1.25,25.0,4.3995,0.8889,2.67,3.2,0.0,0.0,0.0,8,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,210.17,6.0,1.0,1.3333,16.67,3.9112,0.8571,2.873,2.4,0.0,0.0,0.0,6,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,543.75,12.0,0.9167,1.25,16.67,3.8458,0.8571,4.62,4.8,0.0,0.0,0.0,12,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1770.75,8.0,1.0,1.125,12.5,5.5331,0.8,1.585,3.2,0.0,1.0,0.0,8,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1052.82,4.88,0.4359,1.1282,2.56,4.2688,0.975,-0.327,1.95,11.6094,0.25,0.0,39,8
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,3168.0,7.0,0.8571,1.4286,14.29,4.6984,0.875,4.387,2.8,0.0,0.0,0.0,7,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,759.33,4.5,0.7778,1.2222,11.11,3.5249,0.5625,1.952,1.8,20.25,0.0,0.0,9,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,195.77,13.0,0.8462,1.359,0.0,4.0261,0.8864,6.166,7.251,28.6667,1.0,0.0513,39,3
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,216.8,5.0,1.0,1.0,0.0,4.286,0.8333,-1.45,2.0,0.0,0.0,0.0,5,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,550.2,2.5,1.0,1.2,0.0,4.8261,1.0,-0.455,1.0,2.25,0.0,0.0,5,2
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,193.6,5.0,1.0,1.2,0.0,3.2907,0.625,1.69,2.0,0.0,0.0,0.0,5,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,242.33,6.0,1.0,1.3333,33.33,3.9115,0.8571,2.873,9.067,0.0,0.0,0.1667,6,1
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,1143.47,6.67,0.85,1.25,0.0,4.2539,0.8696,2.15,4.667,24.5556,0.1667,0.05,40,6
1,Maths,Maths/Class-1/Chapter-04-Dotty-Bug-and-her-Designs.md,459.67,12.0,0.9167,1.6667,0.0,4.3517,0.8571,9.537,11.467,0.0,1.0,0.1667,12,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,310.05,21.0,0.6349,1.3333,0.0,3.9729,1.0,8.333,10.305,28.6667,0.0,0.0476,63,3
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,783.67,6.0,0.6667,2.0,0.0,4.661,0.6667,11.52,9.067,0.0,0.0,0.1667,6,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,2555.33,6.0,0.8333,1.5,33.33,6.244,0.6667,5.62,9.067,0.0,0.0,0.1667,6,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,2484.67,6.0,0.6667,1.5,50.0,6.4246,0.6667,5.62,9.067,0.0,0.0,0.1667,6,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,2208.67,6.0,0.6667,2.0,0.0,6.3389,0.6667,11.52,9.067,0.0,0.0,0.1667,6,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1084.7,17.67,0.7358,1.566,0.0,4.6182,1.0,9.779,13.104,44.2222,0.0,0.1509,53,3
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1853.17,6.0,0.6667,1.5,0.0,6.2012,0.6667,5.62,9.067,0.0,0.0,0.1667,6,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,580.69,7.0,0.5476,1.3333,0.0,4.4149,0.913,3.133,4.705,25.3333,0.0,0.0476,42,6
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,774.28,19.33,0.6552,1.8103,0.0,4.4311,0.8657,14.482,16.699,43.5556,0.3333,0.2241,58,3
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,656.37,12.67,0.6316,1.1053,0.0,4.3588,1.0,2.392,6.119,30.8889,0.3333,0.0263,38,3
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1703.86,18.0,0.6667,1.0833,0.0,4.8891,0.973,4.408,7.2,4.0,0.0,0.0,36,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,606.85,20.0,0.8,1.3,0.0,3.999,1.0,7.55,8.0,0.0,1.0,0.0,20,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,897.5,10.0,0.95,1.45,0.0,4.3718,1.0,5.42,8.0,9.0,0.0,0.1,20,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,639.69,13.0,0.7692,1.1538,7.69,3.7756,1.0,3.095,5.2,0.0,0.0,0.0,13,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1872.56,8.0,1.0,1.3125,12.5,4.321,1.0,3.018,5.7,4.0,0.0,0.0625,16,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,223.2,2.5,1.0,1.2,0.0,4.2442,0.8333,-0.26,1.0,6.25,0.0,0.0,5,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,4543.6,5.0,1.0,1.4,0.0,6.6401,1.0,2.88,2.0,0.0,0.0,0.0,5,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,260.6,2.5,1.0,1.4,40.0,3.9299,0.8333,2.1,9.0,6.25,0.0,0.2,5,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,359.36,11.0,1.0,1.1818,0.0,4.3134,0.8462,3.425,4.4,0.0,1.0,0.0,11,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,60.33,7.5,0.7333,1.0,0.0,3.3355,1.0,-0.865,3.0,0.25,0.0,0.0,15,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,2731.28,6.0,0.6111,1.7778,0.0,6.3462,0.8571,8.118,15.733,16.6667,0.0,0.3333,18,3
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,2431.59,5.67,0.7059,1.4118,0.0,5.7311,0.85,3.669,9.325,11.5556,0.0,0.1765,17,3
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1386.45,5.5,0.5,1.3636,0.0,4.8961,0.88,2.938,9.473,6.75,0.0,0.1818,22,4
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,143.27,11.0,1.0,1.1818,9.09,3.7668,1.0,2.645,4.4,0.0,0.0,0.0,11,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,475.47,8.5,0.7059,1.1176,0.0,4.496,0.7727,1.888,5.753,6.25,0.0,0.0588,17,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1255.36,5.5,0.7273,1.5455,0.0,5.1936,0.6875,5.766,5.836,2.25,0.0,0.0909,11,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1478.33,6.0,0.75,1.25,0.0,4.8609,0.7059,2.475,2.4,1.0,0.0,0.0,12,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,379.91,23.0,0.8261,1.1304,0.0,3.6426,0.8214,8.669,9.2,0.0,2.0,0.0,23,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,1320.0,13.0,0.8462,1.3846,0.0,4.9391,0.9512,6.078,7.251,50.6667,0.0,0.0513,39,3
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,607.37,19.0,0.9474,1.0526,0.0,4.9989,0.95,4.631,7.6,0.0,0.0,0.0,19,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,348.42,19.0,0.9474,1.0526,0.0,4.9631,0.95,4.631,7.6,0.0,0.0,0.0,19,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,657.2,20.0,0.95,1.1,0.0,4.9942,1.0,5.19,8.0,0.0,0.0,0.0,20,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,358.2,20.0,0.9,1.15,0.0,4.8143,1.0,5.78,8.0,0.0,0.0,0.0,20,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,516.15,20.0,0.95,1.05,0.0,5.3246,1.0,4.6,8.0,0.0,0.0,0.0,20,1
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,295.41,8.0,0.4375,1.125,0.0,3.9392,0.9275,1.049,3.825,22.5,0.25,0.0156,64,8
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,118.26,11.5,0.8261,1.087,0.0,3.7312,1.0,1.721,4.6,6.25,0.0,0.0,23,2
1,Maths,Maths/Class-1/Chapter-05-Going-out-with-Grandfather.md,288.75,6.0,0.9167,1.1667,8.33,3.7016,0.9231,0.712,2.4,36.0,0.5,0.0,12,2
